"1","가담 노을길","횡성읍내 가담리 꽃길을 걸을수 있는 가담노을길","1.2","1시간","전천교","강원도 횡성군 횡성읍 수류암로 383","강원도 횡성군 횡성읍 입석리 110-2","하수종말처리장 건너편","강원도 횡성군 횡성읍 수류암로 335","강원도 횡성군 횡성읍 가담리 534","가담리 뚝방길","033-340-2546","횡성군청 관광개발계","2019-06-10","37.48210533","127.9804803","4260000","강원도 횡성군"
"91","고양누리길 12코스 고양동누리길","아빠. 최영 장군이 되고 싶어요. 꿈과 희망의 길","7.1","2시간 40분","필리핀참전비","경기도 고양시 덕양구 관산동 154-8","경기도 고양시 덕양구 관산동 154-8","안장고개","경기도 고양시 덕양구 대자동 66-7","경기도 고양시 덕양구 대자동 66-7","고양시 통합앱 ''''''''고양누리길'''''''' 참조","031-8075-4384","경기도 고양시청","2019-12-09","","","3940000","경기도 고양시"
"92","고양누리길 13코스 오선누리길","시골 풍경을 다박다박 걷는 정겨운 길","5.7","1시간 25분","안장고개","경기도 고양시 덕양구 대자동 66-7","경기도 고양시 덕양구 대자동 66-7","오금상촌공원","경기도 고양시 덕양구 오금동 34-2","경기도 고양시 덕양구 오금동 34-2","고양시 통합앱 ''''''''고양누리길'''''''' 참조","031-8075-4384","경기도 고양시청","2019-12-09","","","3940000","경기도 고양시"
"93","고양누리길 14코스 바람누리길","북한산과 한강의 맑은 기운을 잇는 자연의 길","15.5","3시간 50분","고양행주수위관측소","경기도 고양시 덕양구 행주내동 63","경기도 고양시 덕양구 행주내동 63","북한산성입구","서울특별시 은평구 진관동 289","서울특별시 은평구 진관동 289","고양시 통합앱 ''''''''고양누리길'''''''' 참조","031-8075-4384","경기도 고양시청","2019-12-09","","","3940000","경기도 고양시"
"94","고양누리길 1코스 북한산누리길","고양시 최고봉 북한산을 품고 걷는 역사의 길","6.97","2시간 20분","북한산성입구","서울특별시 은평구 진관동 289","서울특별시 은평구 진관동 289","고양시계","경기도 양주시 장흥면 교현리 407-10","경기도 양주시 장흥면 교현리 407-10","고양시 통합앱 ''''''''고양누리길'''''''' 참조","031-8075-4384","경기도 고양시청","2019-12-09","","","3940000","경기도 고양시"
"95","고양누리길 2코스 한북누리길","한북정맥의 기운을 느낄 수 있는 숲속 오솔길","6.5","2시간 10분","북한산성입구","서울특별시 은평구 진관동 289","서울특별시 은평구 진관동 289","삼송역","경기도 고양시 덕양구 삼송로 194","경기도 고양시 덕양구 삼송동 18-5","고양시 통합앱 ''''''''고양누리길'''''''' 참조","031-8075-4384","경기도 고양시청","2019-12-09","","","3940000","경기도 고양시"
"96","고양누리길 3코스 서삼릉누리길","연인과 함께 걷고 싶은 아름다운 길","8.28","2시간 15분","삼송역","경기도 고양시 덕양구 삼송로 194","경기도 고양시 덕양구 삼송동 18-5","원당역","경기도 고양시 덕양구 고양대로 1429","경기도 고양시 덕양구 성사동 410-7","고양시 통합앱 ''''''''고양누리길'''''''' 참조","031-8075-4384","경기도 고양시청","2019-12-09","","","3940000","경기도 고양시"
"97","고양누리길 4코스 행주누리길","산+들+하천이 이어지는 낭만의 길","11.9","3시간 20분","원당역","경기도 고양시 덕양구 고양대로 1429","경기도 고양시 덕양구 성사동 410-7","행주산성대첩문","경기도 고양시 덕양구 행주외동 60-9","경기도 고양시 덕양구 행주외동 60-9","고양시 통합앱 ''''''''고양누리길'''''''' 참조","031-8075-4384","경기도 고양시청","2019-12-09","","","3940000","경기도 고양시"
"98","고양누리길 5코스 행주산성역사누리길","가족과 함께 걷고 싶은 사랑나눔 길","3.7","1시간 30분","행주산성대첩문","경기도 고양시 덕양구 행주외동 60-9","경기도 고양시 덕양구 행주외동 60-9","행주산성대첩문","경기도 고양시 덕양구 행주외동 60-9","경기도 고양시 덕양구 행주외동 60-9","고양시 통합앱 ''''''''고양누리길'''''''' 참조","031-8075-4384","경기도 고양시청","2019-12-09","","","3940000","경기도 고양시"
"99","고양누리길 6코스 평화누리길","평화통일특별시 고양에서 만나는 특별한 길","11","2시간 40분","행주산성대첩문","경기도 고양시 덕양구 행주외동 60-9","경기도 고양시 덕양구 행주외동 60-9","노래하는 분수대","경기도 고양시 일산동구 호수로 595","경기도 고양시 일산동구 장항동 906","고양시 통합앱 ''''''''고양누리길'''''''' 참조","031-8075-4384","경기도 고양시청","2019-12-09","","","3940000","경기도 고양시"
"100","고양누리길 7코스 호수누리길","젊음과 열정을 찾을 수 있는 축제의 길","6.24","1시간 55분","정발산역","경기도 고양시 일산동구 중앙로 1270","경기도 고양시 일산동구 마두동 1123","정발산역","경기도 고양시 일산동구 중앙로 1270","경기도 고양시 일산동구 마두동 1123","고양시 통합앱 ''''''''고양누리길'''''''' 참조","031-8075-4384","경기도 고양시청","2019-12-09","","","3940000","경기도 고양시"
"101","고양누리길 8코스 경의로누리길","옛 애인과 걷고 싶은 경의선 철길","7.24","1시간 50분","정발산역","경기도 고양시 일산동구 중앙로 1270","경기도 고양시 일산동구 마두동 1123","일산동고등학교","경기도 고양시 일산서구 탄현로 100 일산동고등학교","경기도 고양시 일산서구 탄현동 1471","고양시 통합앱 ''''''''고양누리길'''''''' 참조","031-8075-4384","경기도 고양시청","2019-12-09","","","3940000","경기도 고양시"
"102","고양누리길 9코스 고봉누리길","전국 10대 아름다운 숲길에 빛나는 이야기 길","6.72","2시간 30분","안곡초등학교","경기도 고양시 일산동구 중산로 142 안곡초등학교","경기도 고양시 일산동구 중산동 161-3","일산동고등학교","경기도 고양시 일산서구 탄현로 100 일산동고등학교","경기도 고양시 일산서구 탄현동 1471","고양시 통합앱 ''''''''고양누리길'''''''' 참조","031-8075-4384","경기도 고양시청","2019-12-09","","","3940000","경기도 고양시"
"103","고인돌탐방길","고인돌 탐방길","12","4시간 30분","고인돌관광안내소","인천광역시 강화군 하점면 강화대로 994-12","인천광역시 강화군 하점면 부근리 348","오상리 고인돌군 주차장","","인천광역시 강화군 내가면 오상리 327-7","강화지석묘 → 삼거리고인돌 → 낙조대 → 오상리고인돌","032-930-3579","강화군청 문화관광과","2019-09-20","37.77288682","126.4373813","3570000","인천광역시 강화군"
"104","고향길","고향으로 가는길","2.9","45분","반석농장","충청남도 청양군 대치면 칠갑산로 458-68","충청남도 청양군 대치면 탄정리 228","지천생태공원","","충청남도 청양군 청양읍 교월리57-2","반석농장 → 탄정리 마을회관 →탄정교 → 지천생태공원","041-940-2232","충청남도 청양군청","2019-06-10","36.44496523","126.8251287","4590000","충청남도 청양군"
"105","곡교천 은행나무길","은행나무가 우거진 도보길","2.2","1","곡교천충무교","충청남도 아산시 염치읍 석정리 48-1","","현충사 입구 일대","충청남도 아산시 염치읍 백암리 660-1","","곡교천충무교→충청남도경제진흥원→염치읍백암리660-1번지","041-540-2927","충청남도 아산시청","2019-06-19","36.79823892","127.0083051","4520000","충청남도 아산시"
"106","공산성남문길","세계유산 공산성의 남문(진남루)에 오르는 길. 공산성은 금강에 닿아 있는 위치의 특수성으로 북문(공북루)와 남문(진남루)가 주요 관문으로 이용되었음. 공주의 역사문화 콘텐츠를 활용한 길","300","20","공산성 남문길 사인몰 있음(자카드 홍보관)","충청남도 공주시 남문길 3","충청남도 공주시 산성동 162-5","공산성 진남루","충청남도 공주시 남문길 23","충청남도 공주시 산성동 195","공주시 남문길 일원","041-840-8122","공주시","2019-05-27","36.45950036","127.1252106","4500000","충청남도 공주시"
"107","공지산 둘레길","여수 화장동 소라면 소재에 위치한 공지산 하단부를 일주하는 둘레길","4.5","2시간","효림건설","전라남도 여수시 덕양로 145-1(화장동)","전라남도 여수시 화장동 576-2","무선주공3차 뒤","전라남도 여수시 덕양로 157(화장동)","전라남도 여수시 화장동 882","효림건설→상금→여수실버빌→흑산→무선주공3차","061-659-4613","전라남도 여수시청","2019-06-03","34.77140712","127.6383694","4810000","전라남도 여수시"
"108","과수원길","12km 이어지는 배밭길","18","5시간","시청광장","경기도 평택시 경기대로 245","경기도 평택시 비전동 846","원균장군 묘 주차장","경기도 평택시 원릉군길 97","경기도 평택시 도일동 산82","시청광장 → 배다리저수지 → 월곡동 → 칠원동 입구 칠원교  → 고분지 저수지 → 원균장군 묘 주차장","031-8024-3212","경기도 평택시청","2019-04-09","36.99230048","127.1125267","3910000","경기도 평택시"
"109","관동팔경 녹색경관길","동해안 관동팔경을 중심으로 조성된 길","122.7","5일","증산해변","강원도 삼척시 수로부인길 333","강원도 삼척시 증산동 1","고포마을","강원도 삼척시 원덕읍 고포월천길 87","강원도 삼척시 월천리 21","증산해변→이사부광장 →소망의탑→조각공원→나릿골→정라항→맹방유채벚꽃길→맹방→호영조기념공원→용화레일바이크→해신당→갈령재→고포마을","033-570-3841","강원도 삼척시청","2019-05-15","37.47555816","129.1595494","4240000","강원도 삼척시"
"110","관동팔경 녹색경관길","낙산사와 물치항을 중심으로 한 동해안 경관 탐방로","6.5","1.5시간","강원도 양양군 양양읍 조산리 낙산콘도","강원도 양양군 양양읍 일출로 159-11","강원도 양양군 조산리 399-22","강현면 물치해수욕장","강원도 양양군 강현면 동해대로 3552","강원도 양양군 강현면 물치리 67-23","낙산콘도-낙산해수욕장-낙산사-후진항-용호전망대-정암해수욕장-물치항","033-670-2251","강원도 양양군청","2019-06-30","38.10890656","128.6411597","4350000","강원도 양양군"
"111","관악 민주주의 길","민주주의를 주제로 한 관광코스","4.3","1시간","4.19 기념탑(서울대학교 내)","서울특별시 관악구 관악로 1","서울특별시 관악구 신림동 산 56-1","대학동 박종철거리","서울특별시 관악구 대학5길 7","서울특별시 관악구 신림동 246-34","서울대 4.19기념탑 399m(6분)→민주열사 추모비 950m(14분)→서울대 아크로폴리스 2.30km(30분)→한국원 피격장소 155m(2분)→신림2동 파출소 자리에 세워진 정자 354m(5분)→녹두거리 186m(3분)→박종철거리","02-879-5605","서울특별시 관악구청","2019-05-31","37.46803851","126.959296","3200000","서울특별시 관악구"
"112","관호산성둘레길","역사·문화·자연이 어우러진 친환경 테마길","3.8","1","관호산성입구","경상북도 칠곡군 약목면 458-48","경상북도 칠곡군 약목면 458-48","호국의다리","경상북도 칠곡군 왜관읍 석전로 39","경상북도 칠곡군 왜관읍 석전리 872","관호산성입구→정자→칠곡보→호국의다리","054-979-6092","경상북도 칠곡군청","2019-06-17","36.01384358","128.3948422","5220000","경상북도 칠곡군"
"113","광덕산","산 높이는 1,046.3m이고가을이면 오색단풍이 겨울은 설경이 아름다운 산이다.","10.8","6시간","광덕고개","경기도 포천시 이동면 포화로 924","경기도 포천시 이동면 도평리 산1-2","광덕고개","경기도 포천시 이동면 포화로 924","경기도 포천시 이동면 도평리 산1-2","1코스 광덕고개→정상2코스 흥룡사입구→박달봉→정상","031-538-2039","포천시 산림과","2019-04-30","38.0995432","127.4436473","5600000","경기도 포천시"
"114","광명누리길 1코스","광명누리길은 구름산과 가학산을 하나로 연결한 둘레길로서 지상에서 2부능선을 따라 조성되어 산책삼아 걷기에 편한 총12km의 순환형 으로 이루어져 있으며 1코스는 하안동, 소하동 지역의 누리길이다","6","2시간30분","광명보건소","경기도 광명시 오리로 613","경기도 광명시 하안동 229번지","광명동굴","경기도 광명시 가학로 85번길","경기도 광명시 가학동 270번지","보건소 - 가리대광장 - 금강정사 - 소하근린공원 - 소하동군부대앞 - 광명동굴","02-2680-2338","광명시청 공원녹지과","2019-09-09","37.4554118","126.8781663","3900000","경기도 광명시"
"115","광명누리길 2코스","광명누리길은 구름산과 가학산을 하나로 연결한 둘레길로서 지상에서 2부능선을 따라 조성되어 산책삼아 걷기에 편한 총12km의 순환형 으로 이루어져 있으며 2코스는 광명동, 노온사동 지역의 누리길이다","6","2시간30분","광명동굴","경기도 광명시 가학로 85번길","경기도 광명시 가학동 270번지","광명보건소","경기도 광명시 오리로 613","경기도 광명시 하안동 229번지","광명동굴 - 소통쉼터 - 영회원 - 새미약수터 - 가리대광장 - 구름산산림욕장 - 광명보건소","02-2680-2338","광명시청 공원녹지과","2019-09-09","37.42104456","126.8627089","3900000","경기도 광명시"
"116","광희문 달빛로드1","역사투어","2.1","2시간","흥인지문","서울특별시 종로구 종로288","서울특별시 종로구 종로6가 69","신당동떡볶이거리","서울특별시 중구 퇴계로76길","서울특별시 중구 신당동 302-4","흥인지문(동대문)→오간수문(오간수교)→이간수문→동대문디자인플라자→(구)서산부인과→광희문→현양관(광희문성지)→시구문시장 터→대장간거리→동활인서 터→무당천(무당고개)→신당동떡볶이거리","02-3396-4623","서울특별시 중구청","2019-05-31","37.57116673","127.0097033","3010000","서울특별시 중구"
"117","광희문 달빛로드2","하이라이트 투어","2.2","2시간","충무아트센터","서울특별시 중구 퇴계로387","서울특별시 중구 흥인동 131","동대문디자인플라자","서울특별시 중구 을지로281","서울특별시 중구 을지로7가 2-1","충무아트센터→신당동 떡볶이 거리→신당도 봉제골목→무학빌딩→광희문→광희동 중앙앙시아 거리→뉴금호타워→훈련원공원→국립의료원→동대문디자인플라자","02-3396-4623","서울특별시 중구청","2019-05-31","37.56594043","127.0147916","3010000","서울특별시 중구"
"118","괴곡성벽길","하늘 아래 첫 동네, ''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''다불리''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''품은 산길","10","4시간 40분","옥순대교","충청북도 제천시 수산면 옥순봉로","충청북도 제천시 수산면 다불리","고수골","충청북도 제천시 수산면 지곡로","충청북도 제천시 수산면 지곡리","자드락길 6코스","043-641-6714","충청북도 제천시","2019-06-19","36.97160104","128.224046","4400000","충청북도 제천시"
"119","구덕산책로 숲길","수목과 옛돌의 정겨운 속삼임을 감상하며 걷는 숲속 산책길","4","2","구덕공원","부산광역시 서구 꽃마을로163번길73(서대신동3가)","","민방위교육장","","부산광역시 서구 서대신동3가 산20-1","구덕공원-부산항공무선표지소-칠보사-민방위교육장","051-240-4542","부산광역시 서구청","2019-05-10","35.12684933","129.0044671","3260000","부산광역시 서구"
"120","구름산정상길","산행할때 전망이나 볼거리를 중시한다면 구름산 산림욕장에서 가학산을 있는 코스가 좋습니다. 피톤치드를 많이 내뿜는다는 구름산산림욕장에서 산보삼아 걷다가 광명시의 자랑인 광명동굴까지 구경하며 돌아올수 있습니다.","5","2시간30분","광명보건소","경기도 광명시 오리로 613","경기도 광명시 하안동 229번지","광명동굴","경기도 광명시 가학로 85번길","경기도 광명시 가학동 270번지","보건소 - 금뎅이과?ㅇ - 가리대광장 - 구름산정상 - 소통쉼터 - 광명동굴","02-2680-2338","광명시청 공원녹지과","2019-09-09","37.4554118","126.8781663","3900000","경기도 광명시"
"121","구리둘레길(1코스)","아차산-망우산길","7.9","4시간","고구려대장간마을","경기도 구리시 우미내길 41(아천동)","경기도 구리시 아천동 316-47","딸기원입구","경기도 구리시 딸기원로","경기도 구리시 교문동 산 28-5","고구려대장간마을 → 범굴사 → 아차산보루군 → 관룡탑 → 망우역사문화공원 → 딸기원입구","031-550-2241","경기도 구리시청","2019-04-26","37.56075337","127.1111396","3980000","경기도 구리시"
"122","구리둘레길(2코스)","구릉산-갈매마을길","7.8","3시간30분","딸기원입구","경기도 구리시 딸기원로","경기도 구리시 교문동 산 28-5","사노나들목(퇴계원)","경기도 구리시 금강로","경기도 구리시 사노동 420-1","딸기원입구 → 국군구리병원 → 구릉산 → 갈매마을길(갈매역) → 별내역 → 사노나들목(퇴계원)","031-550-2241","경기도 구리시청","2019-04-26","37.60495088","127.1201293","3980000","경기도 구리시"
"123","구리둘레길(3코스)","왕숙천길","7.8","2시간30분","사노나들목(퇴계원)","경기도 구리시 금강로","경기도 구리시 사노동 420-1","구리자원회수시설(구리타워)","경기도 구리시 왕숙천로 49(토평동)","경기도 구리시 토평동 9-1","사노나들목(퇴계원) → 구리왕숙체육공원 → 동창보 → 구리농수산물도매시장 → 왕숙천생태습지 → 구리자원회수시설(구리타워)","031-550-2241","경기도 구리시청","2019-04-26","37.64055396","127.1306013","3980000","경기도 구리시"
"124","구리둘레길(4코스)","한강코스모스길","6.5","2시간","구리자원회수시설(구리타워)","경기도 구리시 왕숙천로 49(토평동)","경기도 구리시 토평동 9-1","고구려대장간마을","경기도 구리시 우미내길 41(아천동)","경기도 구리시 아천동 316-47","구리자원회수시설(구리타워) → 강동대교 → 구리한강시민공원 → 구리암사대교 → 고구려대장간마을","031-550-2241","경기도 구리시청","2019-04-26","37.58902712","127.1607285","3980000","경기도 구리시"
"125","구봉산 둘레길","여수 여서동 신월동 소재에 위치한 구봉산 하단부를 일주하는 둘레길","10","3시간30분","한국화약후문 뒤","전라남도 여수시 여서동 산174-1","전라남도 여수시 여서동 산174-1","대치마을 뒤","전라남도 여수시 여서동 산156","전라남도 여수시 여서동 산156","한국화약후문 뒤→신성교회 뒤→신월금호 음수대→능선 분기점→한산사 주차장→연화사→한재터널 팔각정→텃골약수터 뒤→부영7차 뒤→대치마을 뒤","061-659-4613","전라남도 여수시청","2019-06-03","34.73974455","127.7022456","4810000","전라남도 여수시"
"126","구슬뫼길","자연을 감상하고, 이영춘박사의 흔적을 만날 수 있는 길","19","335분","옥산맥섬석허브한증막","전라북도 군산시 옥산면 남내안길 14-6","전라북도 군산시 옥산면 남내리 156","군산역","전라북도 군산시 내흥2길 197(내흥동)","전라북도 군산시 내흥동 474-14","옥산맥섬석허브한증막-남내마을(섬마을수석분경원)-청암산오토캠핑장-우동마을 뒤- 척동마을- 청암산(평탄한길)-군산호수제방-옥산면사무소-돌머리마을-군산소방서-군산간호대학(이영춘가옥)-장군봉-오리알약수터-바지런철쭉분재원-군산역","063-454-3303","전라북도 군산시청","2019-09-10","35.94160364","126.7678028","4670000","전라북도 군산시"
"127","국망봉","산 높이는 1,168.1m궁예가 왕건에게 패하고회한과 자책에 빠져 국망봉에 올라 철원을 바라보았다 하여 국망봉이라는 이름이 붙었다는 전설이 있다.","14.6","8시간","장암저수지","경기도 포천시 이동면 늠바위길 207-28","경기도 포천시 이동면 장암리 산74","장암저수지","경기도 포천시 이동면 늠바위길 207-28","경기도 포천시 이동면 장암리 산74","1코스 장암저수지→?망봉자연휴양림→신로봉→능선→정상2코스 장암저수지→ㄱ곡→임도→능선부→대피소→정상3코스 이동생수공장 옆 안내판→능선→장암폭포→능선→정상","031-538-2039","포천시 산림과","2019-04-30","38.02891868","127.3962681","5600000","경기도 포천시"
"128","근대로의여행 골목투어1코스","경상감영달성길","3.25","2시간30분","경상감영공원","대구광역시 중구 경상감열길 99 감영공원","","달성토성","대구광역시 중구 달성공원로 35 달성공원","","경상감영공원→대구근대역사관→향촌문화관/대구문학관→수제화골목→북성로기술예술융합소 모루→경찰역사체험관→희움 일본군''''위안부''''역사관→종로초등(최제우나무)→달서문→삼성상회→달성토성(공원)","053-661-2624","대구광역시 중구청","2019-06-18","","","3410000","대구광역시 중구"
"129","근대로의여행 골목투어2코스","근대문화골목","1.64","2시간","동산선교사주택","대구광역시 중구 달구벌대로 2029 동산기독병원 사택지","","화교협회(소학교)","대구광역시 중구 종로 34","","동산선교사주택→3.1만세운동길→계산성당→이상화,서상돈고택/근대문화체험관 계산예가→뽕나무골목(두사충)→김원일의 마당깊은집→대구 구 교남YMCA회관→에코한방웰빙체험관→구 제일교회→약령시한의약박물관→영남대로→종로→진골목→화교협회(소학교)","053-661-2624","대구광역시 중구청","2019-06-18","35.86660785","128.5849568","3410000","대구광역시 중구"
"130","근대로의여행 골목투어3코스","패션한방길","2.65","2시간","주얼리타운","대구광역시 중구 경상감영길 176 패션쥬얼리 전문타운","","서문시장","대구광역시 중구 대신동","","주얼리타운→대구읍성거리박물관→교동귀금속거리→교동도깨비야시장→동성로→남성로(약령시)→섬유회관→서문시장","053-661-2624","대구광역시 중구청","2019-06-18","35.87177646","128.5966851","3410000","대구광역시 중구"
"131","근대로의여행 골목투어4코스","삼덕봉산문화길","4.95","2시간50분","국채보상운동기념공원","대구광역시 중구 국채보상로 670 국채보상운동기념관","","건들바위","대구광역시 중구 대봉동","","국채보상운동기념공원→관음사→삼덕교회(옛 대구형무소)→삼덕동 거리(마고재)→김광석 길(방천시장)→대구문화재단(구 대구상고)→봉산문화거리→대구향교→건들바위","053-661-2624","대구광역시 중구청","2019-06-18","35.86889685","128.6034162","3410000","대구광역시 중구"
"132","근대로의여행 골목투어5코스","남산100년향수길","2.12","1시간40분","반월당","대구광역시 중구 남성로 60-1","","샬트르성바오로수녀원","대구광역시 중구 남산로4길 111 샬트르성바오로수녀원","","반월당→보현사→관덕정순교기념관/남산교회→상덕사(문우관)→성유스티노신학교→성모당→샬트르성바오로수녀원","053-661-2624","대구광역시 중구청","2019-06-18","35.86779564","128.5902681","3410000","대구광역시 중구"
"133","근대문화탐방길","공주시 근대교육의 산실인 영명학교, 충남기념물 제142호 중동성당, 등록문화재 제472호 제일교회, 충남역사박물관등 근대문화유산이 밀집된 장소이며 일제강점기 독립운동을 주도한 애국자를 기른 터전이었으며, 영.유아를 위한 전국 최초의 우유급식소 설립 등 사회복지가 시작된 곳으로 역사, 문화, 교육도시 공주를 알리는 곳이다","900","50","제일교회(공주기독교박물관)","충청남도 공주시 제민1길 18","충청남도 공주시 봉황동 10","국고개 슈퍼","충청남도 공주시 무령로 254","충청남도 공주시 산성동 76-7","제일교회-제민천교-영명학당1길-3.1계단-영명학당 벽화-유관순과 사애리시 동상-공주역사전망대-충남역사박물관-중동성당","041-840-8122","공주시","2019-05-27","36.45097094","127.1225019","4500000","충청남도 공주시"
"134","금강물길","11구간","16.6","5시간30분","용담면사무소","전라북도 진안군 용담면 대송로 17","전라북도 진안군 용담면 송풍리 924-3","안천소운동장","전라북도 진안군 안천면 노성리 1241-2","전라북도 진안군 안천면 노성리 1241-2","용담면사무소-노온-용담체련공원-가족테마공원-용담댐물문화관-구곡-장등- 도라-중배실-하배실-오얏고개-망향의동산-안천소운동장","063-433-5191","전라북도 진안군","2019-05-28","35.96671047","127.5193768","4730000","전라북도 진안군"
"135","금강물길","11구간","16.6","5시간30분","용담면사무소","전라북도 진안군 용담면 대송로 17","전라북도 진안군 용담면 송풍리 924-3","안천소운동장","전라북도 진안군 안천면 노성리 1241-2","전라북도 진안군 안천면 노성리 1241-2","용담면사무소-노온-용담체련공원-가족테마공원-용담댐물문화관-구곡-장등- 도라-중배실-하배실-오얏고개-망향의동산-안천소운동장","063-433-5191","전라북도 진안군","2019-05-28","35.96671047","127.5193768","4730000","전라북도 진안군"
"136","금강발원지 길","금강발원지 뜬봉샘과 금남호남정맥 수분령구간을 탐방할 수 있는 노선임","4","3시간 30분","뜬봉샘생태공원","전라북도 장수군 장수읍 물뿌랭이길 10-18","전라북도 장수군 장수읍 수분리 587","수분마을","전라북도 장수군 장수읍 뜬봉샘길 52","전라북도 장수군 장수읍 수분리 677","뜬봉샘생태공원  → 수분마을","063-350-2547","장수군","2019-04-17","35.59216368","127.5014013","4750000","전라북도 장수군"
"137","금강솔바람길","아래 금강을 굽어보고 고개를 들어 강 건너 앞을 보면 신선이 뗏목을 타고 강을 건너는 형국(仙人浮莎渡江形)의 천내리 뒤 산이 자리하고 있고, 그 곳에는 충청남도 문화재자료 제335호로 지정된 청동기시대의 고인돌이 분포하고 있으며, 멀리 월영산, 갈기산, 성인봉을 한 눈에 관망할 수 있고, 왼쪽으로 자지산(성재산) 오른쪽으로는 성주산, 금강과 어울러져 있는 용강서원이 자리하고 있는 용화마을을 볼 수 있다. 이어서 울창한 소나무 숲이 펼쳐진다.","13.3","2시간 반~  3시간","금강생태과학체험장 외부주차장(들머리)","충청남도 금산군 제원면 닥실길 16","충청남도 금산군 제원면 저곡리 26","들머리","충청남도 금산군 제원면 닥실길 16","충청남도 금산군 제원면 저곡리 26","1~3코스","041-750-2393","관광축제팀","2019-06-10","36.10589069","127.5686232","4550000","충청남도 금산군"
"138","금강올레길","금강주변 역사가 깊은 병촌성결교회 힐링 및 성지순례","1.5","40분","병촌성결교회","충청남도 논산시 성동면 금백로 475","충청남도 논산시 성동면 개척리 228-1","개척리 마을정자","충청남도 논산시 성동면 개척길 141","충청남도 논산시 성동면 개척리 464-2","병촌성결교회→개척1리→우곤1리→개척2리→개척리 마을정자","041-746-8481","충청남도 논산시청","2019-06-25","36.19048262","127.0104818","4540000","충청남도 논산시"
"139","금오도 비렁길","해안절벽을 따라 땔감을 구하고 낚시를 다녔던 길로 표준말은 ‘벼랑’이며 여수사투리가 ‘비렁’이어서 금오도 비렁길로 이름지어짐","18.5","8시간 30분","함구미 선착장","전라남도 여수시 남면 용머리길 35","전라남도 여수시 남면 유송리 1076","장지선착장","전라남도 여수시 남면 장지해안길 13","전라남도 여수시 남면 심장리 143-3","1코스: 함구미→미역널방→송광사절터→신선대→두포,2코스: 두포→굴등전망→촛대바위→직포,3코스: 직포→갈바람통전망대→매봉전망대→학동,4코스: 학동→사다리통전망대→온금동전망대→심포5코스: 심포→막포전망대→숲구지전망대→장지","061-659-3891","전라남도 여수시청","2019-06-03","34.53766923","127.7085181","4810000","전라남도 여수시"
"140","금오산(칼다봉)_숲길(등산)1코스","해발 715m 높이의 금오산(칼다봉)_1코스는 총길이 9.2Km 정도이며, 총 소요시간은 4시간 30분 정도 소요되는 코스입니다.","9.2","4시간 30분","자연환경연수원","","경상북도 구미시 남통동 414-43","금오산 탐방안내소","","경상북도 구미시 남통동 산24-4","자연환경연수원 > 등산로교차점 > 칼다봉 > 성안 > 금오산 정상 > 대혜폭포 > 탐방안내소","054-480-5862","경상북도 구미시청","2019-06-30","36.11998017","128.3089157","5080000","경상북도 구미시"
"141","금오산(칼다봉)_숲길(등산)2코스","해발 715m 높이의 금오산(칼다봉)_2코스는 총길이 9.9Km 정도이며, 총 소요시간은 4시간 40분 정도 소요되는 코스입니다.","9.9","4시간 40분","금오산 탐방안내소","","경상북도 구미시 남통동 산24-4","금오산 탐방안내소","","경상북도 구미시 남통동 산24-4","탐방안내소 > 대혜폭포 > 칼다봉 > 성안 > 금오산 정상 > 대혜폭포 > 탐방안내소","054-480-5862","경상북도 구미시청","2019-06-30","36.10940455","128.3085669","5080000","경상북도 구미시"
"142","금오산(효자봉)_숲길(등산)1코스","해발 528m 높이의 금오산(효자봉)_1코스는 총길이 4.2Km 정도이며, 총 소요시간은 2시간 05분 정도 소요되는 코스입니다.","4.2","2시간 05분","형곡동","","경상북도 구미시 형곡동 787-11","남통고개전망대","","경상북도 구미시 형곡동 산32-2","형곡동 > 남통고개전망대","054-480-5862","경상북도 구미시청","2019-06-30","36.10216237","128.3370206","5080000","경상북도 구미시"
"143","금오산(효자봉)_숲길(등산)2코스","해발 528m 높이의 금오산(효자봉)_2코스는 총길이 7.1Km 정도이며, 총 소요시간은 3시간 30분 정도 소요되는 코스입니다.","7.1","3시간 30분","구미골프클럽","","경상북도 구미시 형곡동 457-1","금오산 정상","","경상북도 구미시 남통동 산94","구미골프클럽 > 치바위 > 효자봉 정상 > 금오산 정상","054-480-5862","경상북도 구미시청","2019-06-30","36.10960038","128.3449115","5080000","경상북도 구미시"
"144","금오산_숲길(등산)1코스","해발 976m 높이의 금오산_1코스는 총길이 6.4Km 정도이며, 총 소요시간은 3시간 10분 정도 소요되는 코스입니다.","6.4","3시간 10분","금오산 탐방안내소","","경상북도 구미시 남통동 산24-4","법성사","","경상북도 구미시 남통동 358-3","탐방안내소 > 케이블카시점 > 금오산성 > 대혜폭포 > 금오산 정상 > 약사암 > 법성사","054-480-5862","경상북도 구미시청","2019-06-30","36.10940455","128.3085669","5080000","경상북도 구미시"
